iter	Passed	Remaining
348	896	1672
349	897	1667
350	899	1663
351	901	1658
352	902	1654
353	905	1652
354	907	1648
355	909	1645
356	911	1641
357	913	1637
358	914	1633
359	916	1629
360	918	1625
361	921	1623
362	923	1620
363	925	1616
364	926	1612
365	928	1608
366	930	1604
367	931	1599
368	933	1596
369	936	1595
370	938	1591
371	940	1587
372	942	1584
373	944	1580
374	946	1576
375	947	1572
376	951	1572
377	953	1568
378	955	1565
379	957	1561
380	958	1557
381	960	1554
382	962	1550
383	966	1550
384	969	1548
385	970	1544
386	972	1540
387	974	1536
388	975	1532
389	977	1529
390	981	1528
391	983	1525
392	985	1522
393	987	1518
394	989	1515
395	990	1511
396	992	1507
397	996	1507
398	998	1504
399	1000	1500
400	1002	1497
401	1003	1493
402	1005	1489
403	1007	1486
404	1008	1482
405	1013	1482
406	1015	1479
407	1016	1475
408	1018	1471
409	1020	1468
410	1022	1464
411	1023	1461
412	1028	1462
413	1030	1459
414	1032	1455
415	1034	1451
416	1035	1448
417	1037	1444
418	1039	1441
419	1042	1439
420	1044	1436
421	1046	1433
422	1048	1429
423	1049	1426
424	1051	1422
425	1053	1418
426	1056	1417
427	1059	1416
428	1061	1412
429	1063	1409
430	1064	1405
431	1066	1402
432	1068	1398
433	1072	1399
434	1075	1396
435	1077	1394
436	1080	1391
437	1082	1389
438	1086	1388
439	1088	1385
440	1091	1383
441	1093	1380
442	1095	1377
443	1097	1374
444	1102	1375
445	1104	1372
446	1106	1369
447	1110	1368
448	1112	1365
449	1114	1362
450	1118	1361
451	1121	1359
452	1123	1356
453	1127	1355
454	1130	1353
455	1133	1352
456	1136	1350
457	1138	1346
458	1140	1343
459	1141	1340
460	1143	1336
461	1145	1333
462	1147	1331
463	1149	1328
464	1151	1325
465	1153	1321
466	1155	1318
467	1157	1315
468	1158	1312
469	1162	1311
470	1164	1307
471	1166	1305
472	1168	1301
473	1170	1298
474	1171	1295
475	1173	1291
476	1177	1290
477	1179	1287
478	1182	1286
479	1184	1283
480	1186	1280
481	1188	1276
482	1189	1273
483	1192	1271
484	1195	1269
485	1197	1265
486	1198	1262
487	1200	1259
488	1202	1256
489	1204	1253
490	1207	1251
491	1209	1248
492	1211	1245
493	1212	1242
494	1214	1239
495	1216	1235
496	1217	1232
497	1221	1231
498	1224	1229
499	1226	1226
500	1227	1222
501	1229	1219
502	1230	1216
503	1232	1213
504	1236	1212
505	1239	1209
506	1240	1206
507	1242	1203
508	1244	1200
509	1245	1197
510	1247	1193
511	1251	1193
512	1255	1191
513	1256	1188
514	1258	1185
515	1260	1182
516	1261	1178
517	1263	1175
518	1267	1174
519	1270	1172
520	1271	1169
521	1273	1166
522	1274	1162
523	1276	1159
524	1278	1156
525	1281	1154
526	1283	1152
527	1285	1149
528	1287	1146
529	1289	1143
530	1290	1139
531	1292	1136
532	1296	1136
533	1299	1133
534	1301	1131
535	1303	1127
536	1304	1124
537	1306	1121
538	1308	1119
539	1313	1119
540	1316	1116
541	1317	1113
542	1319	1110
543	1321	1107
544	1323	1104
545	1324	1101
546	1329	1100
547	1332	1098
548	1334	1096
549	1336	1093
550	1338	1090
551	1339	1087
552	1343	1085
553	1345	1083
554	1346	1080
555	1348	1076
556	1350	1073
557	1351	1070
558	1353	1067
559	1354	1064
560	1358	1062
561	1360	1060
562	1361	1057
563	1363	1054
564	1365	1051
565	1366	1047
566	1368	1044
567	1369	1041
568	1373	1040
569	1375	1037
570	1377	1034
571	1379	1031
572	1380	1028
573	1382	1025
574	1383	1022
575	1385	1019
576	1387	1017
577	1389	1014
578	1391	1011
579	1392	1008
580	1394	1005
581	1395	1002
582	1397	999
583	1401	998
584	1403	995
585	1406	993
586	1407	990
587	1409	987
588	1410	984
589	1412	981
590	1414	978
591	1418	977
592	1421	975
593	1423	972
594	1425	970
595	1427	967
596	1429	964
597	1434	964
598	1436	961
599	1438	958
600	1439	955
601	1441	952
602	1443	950
603	1445	947
604	1447	945
605	1449	942
606	1450	939
607	1452	936
608	1453	933
609	1455	930
610	1459	929
611	1462	927
612	1464	924
613	1465	921
614	1467	918
615	1469	915
616	1470	912
617	1475	912
618	1477	909
619	1479	906
620	1481	903
621	1482	901
622	1484	898
623	1485	895
624	1494	896
625	1495	893
626	1497	890
627	1499	887
628	1500	885
629	1503	883
630	1506	881
631	1508	878
632	1510	875
633	1511	872
634	1513	869
635	1515	867
636	1519	865
637	1523	864
638	1525	861
639	1527	859
640	1530	857
641	1535	856
642	1540	855
643	1542	852
644	1544	850
645	1546	847
646	1550	846
647	1553	843
648	1567	847
649	1572	846
650	1574	844
651	1576	841
652	1582	840
653	1585	838
654	1587	835
655	1588	833
656	1590	830
657	1593	828
658	1599	827
659	1601	824
660	1603	822
661	1606	820
662	1612	819
663	1615	817
664	1619	816
665	1621	813
666	1623	810
667	1624	807
668	1627	805
669	1629	802
670	1631	799
671	1632	796
672	1634	794
673	1636	791
674	1637	788
675	1639	785
676	1643	783
677	1644	781
678	1646	778
679	1648	775
680	1650	772
681	1651	770
682	1653	767
683	1655	764
684	1656	761
685	1658	759
686	1660	756
687	1662	753
688	1663	750
689	1665	748
690	1667	745
691	1670	743
692	1673	741
693	1674	738
694	1676	735
695	1678	733
696	1680	730
697	1682	727
698	1683	725
699	1687	723
700	1688	720
701	1690	717
702	1692	715
703	1694	712
704	1695	709
705	1697	706
706	1698	704
707	1700	701
708	1702	698
709	1704	696
710	1705	693
711	1707	690
712	1708	687
713	1710	685
714	1712	682
715	1718	681
716	1720	679
717	1722	676
718	1724	674
719	1726	671
720	1730	669
721	1733	667
722	1736	665
723	1738	662
724	1754	665
725	1756	662
726	1758	660
727	1762	658
728	1764	655
729	1766	653
730	1768	650
731	1771	648
732	1773	645
733	1776	643
734	1779	641
735	1781	638
736	1783	636
737	1785	633
738	1787	631
739	1789	628
740	1793	626
741	1795	624
742	1797	621
743	1799	619
744	1801	616
745	1803	614
746	1806	611
747	1808	609
748	1810	606
749	1812	604
750	1814	601
751	1816	599
752	1819	596
753	1823	594
754	1825	592
755	1830	590
756	1832	588
757	1838	587
758	1841	584
759	1845	582
760	1848	580
761	1850	577
762	1854	575
763	1856	573
764	1858	570
765	1861	568
766	1863	566
767	1865	563
768	1869	561
769	1871	559
770	1873	556
771	1876	554
772	1881	552
773	1885	550
774	1887	548
775	1889	545
776	1891	542
777	1893	540
778	1895	537
779	1898	535
780	1901	533
781	1903	530
782	1905	528
783	1907	525
784	1910	523
785	1912	520
786	1918	519
787	1921	516
788	1923	514
789	1925	511
790	1927	509
791	1931	507
792	1933	504
793	1935	502
794	1937	499
795	1939	497
796	1942	494
797	1946	492
798	1948	490
799	1951	487
800	1953	485
801	1955	482
802	1957	480
803	1959	477
804	1964	475
805	1967	473
806	1969	471
807	1973	468
808	1976	466
809	1978	464
810	1980	461
811	1982	459
812	1985	456
813	1989	454
814	1991	452
815	1993	449
816	1995	447
817	1998	444
818	2000	442
819	2003	439
820	2005	437
821	2020	437
822	2022	435
823	2025	432
824	2028	430
825	2030	427
826	2033	425
827	2036	422
828	2038	420
829	2040	417
830	2043	415
831	2045	412
832	2049	410
833	2051	408
834	2055	406
835	2057	403
836	2059	401
837	2061	398
838	2065	396
839	2068	393
840	2070	391
841	2071	388
842	2073	386
843	2075	383
844	2076	380
845	2079	378
846	2081	375
847	2083	373
848	2085	370
849	2087	368
850	2088	365
851	2090	363
852	2095	361
853	2099	358
854	2101	356
855	2103	353
856	2105	351
857	2107	348
858	2111	346
859	2113	344
860	2115	341
861	2117	339
862	2119	336
863	2121	334
864	2125	331
865	2127	329
866	2129	326
867	2132	324
868	2134	321
869	2136	319
870	2138	316
871	2141	314
872	2144	311
873	2146	309
874	2148	306
875	2150	304
876	2153	301
877	2156	299
878	2158	297
879	2160	294
880	2163	292
881	2165	289
882	2167	287
883	2169	284
884	2172	282
885	2174	279
886	2176	277
887	2178	274
888	2181	272
889	2183	269
890	2186	267
891	2188	265
892	2191	262
893	2193	260
894	2195	257
895	2197	255
896	2199	252
897	2203	250
898	2205	247
899	2207	245
900	2209	242
901	2211	240
902	2214	237
903	2217	235
904	2219	233
905	2222	230
906	2224	228
907	2226	225
908	2228	223
909	2230	220
910	2232	218
911	2234	215
912	2236	213
913	2238	210
914	2240	208
915	2243	205
916	2246	203
917	2248	200
918	2250	198
919	2252	195
920	2254	193
921	2255	190
922	2257	188
923	2259	185
924	2262	183
925	2264	180
926	2266	178
927	2269	176
928	2271	173
929	2274	171
930	2278	168
931	2280	166
932	2282	163
933	2284	161
934	2287	159
935	2289	156
936	2292	154
937	2294	151
938	2296	149
939	2297	146
940	2299	144
941	2301	141
942	2305	139
943	2307	136
944	2309	134
945	2312	131
946	2314	129
947	2316	127
948	2319	124
949	2321	122
950	2324	119
951	2326	117
952	2328	114
953	2330	112
954	2332	109
955	2335	107
956	2337	105
957	2339	102
958	2342	100
959	2344	97
960	2355	95
961	2357	93
962	2359	90
963	2361	88
964	2363	85
965	2365	83
966	2368	80
967	2378	78
968	2380	76
969	2384	73
970	2386	71
971	2388	68
972	2390	66
973	2392	63
974	2394	61
975	2397	58
976	2399	56
977	2401	54
978	2403	51
979	2405	49
980	2407	46
981	2410	44
982	2413	41
983	2416	39
984	2418	36
985	2420	34
986	2422	31
987	2424	29
988	2426	26
989	2430	24
990	2431	22
991	2434	19
992	2435	17
993	2439	14
994	2441	12
995	2444	9
996	2446	7
997	2448	4
998	2450	2
999	2453	0
